epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,31169.7,2.08923,0.41388,0.3145,1.13603,0.00333,0.00202,0.77291,0.54959,0.63568,0.33285,0,0,0,0,1.87785,0,2.28229,0.99732,0.00434,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,31481.8,2.07646,0.40703,0.30705,1.12875,0.00335,0.00813,0.77158,0.55013,0.63562,0.33281,0,0,0,0,1.87763,0,2.28311,0.99682,0.00434,0,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,31792.9,2.07748,0.41337,0.30836,1.14251,0.00338,0.00512,0.76952,0.55106,0.63586,0.3329,0,0,0,0,1.87742,0,2.28379,0.99682,0.00434,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,32105.2,2.09263,0.39948,0.3122,1.14253,0.00334,0.00139,0.77097,0.55063,0.63594,0.33294,0,0,0,0,1.87681,0,2.28307,0.99732,0.00434,0,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,32417.7,2.09077,0.40569,0.3067,1.14197,0.00339,0.02054,0.77196,0.55023,0.63596,0.3331,0,0,0,0,1.87693,0,2.28282,0.99717,0.00434,0,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,32729.5,2.06142,0.41191,0.30937,1.12976,0.00338,0.00553,0.77174,0.55038,0.63593,0.33301,0,0,0,0,1.87725,0,2.28328,0.99669,0.00434,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,33040.7,2.08015,0.4066,0.31089,1.14278,0.00336,0.00362,0.77155,0.55074,0.63602,0.33296,0,0,0,0,1.87733,0,2.28401,0.99671,0.00434,0,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,33351.7,2.08345,0.41329,0.30719,1.12908,0.00337,0.00591,0.77181,0.55086,0.63617,0.33284,0,0,0,0,1.87665,0,2.28554,0.99675,0.00434,0,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,33663.3,2.07078,0.40621,0.30407,1.13188,0.00336,0.00294,0.77163,0.55149,0.63646,0.33287,0,0,0,0,1.87603,0,2.28705,0.99704,0.00434,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,33974.6,2.06445,0.40001,0.30667,1.12151,0.00337,0.00509,0.77522,0.54963,0.63638,0.33272,0,0,0,0,1.87662,0,2.28778,0.99629,0.00434,0,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,34285.3,2.0662,0.39932,0.30544,1.132,0.00333,0.00418,0.7717,0.55076,0.63635,0.33272,0,0,0,0,1.87639,0,2.28772,0.99587,0.00433,0,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,34604.2,2.0777,0.41734,0.30668,1.13402,0.00335,0.00637,0.77177,0.55081,0.6364,0.33291,0,0,0,0,1.87552,0,2.28662,0.99587,0.00433,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,34929.6,2.06873,0.41269,0.30728,1.13099,0.00336,0.00393,0.77149,0.55028,0.6361,0.33288,0,0,0,0,1.87588,0,2.28843,0.99654,0.00433,0,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,35252.4,2.07949,0.40721,0.30492,1.13498,0.00335,0.00427,0.77397,0.54964,0.63637,0.333,0,0,0,0,1.87579,0,2.29023,0.99582,0.00433,0,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,35566.1,2.05255,0.40015,0.30343,1.12346,0.00334,0.00441,0.77185,0.55046,0.63635,0.33294,0,0,0,0,1.87485,0,2.29129,0.99594,0.00433,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,35879.9,2.05907,0.418,0.30481,1.12296,0.00334,0.00509,0.77281,0.55056,0.63663,0.33309,0,0,0,0,1.87469,0,2.29443,0.99573,0.00433,0,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,36194.3,2.07496,0.40268,0.30617,1.13183,0.00333,0.00479,0.77328,0.55069,0.63702,0.33331,0,0,0,0,1.87493,0,2.29562,0.9947,0.00433,0,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,36510,2.06062,0.40393,0.29986,1.12015,0.00334,0.00521,0.77203,0.55114,0.6371,0.33388,0,0,0,0,1.8748,0,2.29709,0.99413,0.00433,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,36820.3,2.05831,0.40078,0.30134,1.11647,0.00335,0.00344,0.77205,0.55111,0.63722,0.33381,0,0,0,0,1.87494,0,2.29656,0.99349,0.00433,0,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,37138.3,2.07023,0.40104,0.29788,1.12802,0.00332,0.00237,0.77319,0.55082,0.63726,0.33379,0,0,0,0,1.87464,0,2.29873,0.99341,0.00433,0,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,37450.7,2.07097,0.39877,0.29954,1.12891,0.00334,0.00258,0.77275,0.55137,0.63757,0.33372,0,0,0,0,1.87488,0,2.29874,0.99348,0.00433,0,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,37763.3,2.06018,0.41577,0.30243,1.11424,0.00337,0.00322,0.77165,0.55214,0.63759,0.33376,0,0,0,0,1.8746,0,2.29841,0.9939,0.00433,0,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,38075.3,2.05525,0.39399,0.30039,1.12078,0.00334,0.00388,0.77191,0.5523,0.63784,0.33398,0,0,0,0,1.87447,0,2.29997,0.994,0.00433,0,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,38389.5,2.0426,0.39663,0.29828,1.1092,0.00336,0.00652,0.77214,0.55172,0.63781,0.33383,0,0,0,0,1.87474,0,2.30365,0.9936,0.00433,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,38704.4,2.06322,0.4125,0.29954,1.1213,0.00333,0.00255,0.7719,0.55225,0.63816,0.3342,0,0,0,0,1.87427,0,2.30437,0.99356,0.00433,0,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,39018,2.05885,0.39628,0.30244,1.12456,0.00331,0.00377,0.7705,0.5529,0.6381,0.33412,0,0,0,0,1.87436,0,2.30185,0.99359,0.00433,0,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,39338.9,2.056,0.39681,0.29658,1.11932,0.00333,0.00461,0.77154,0.5524,0.63794,0.33425,0,0,0,0,1.87473,0,2.30539,0.99315,0.00433,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,39659.7,2.07329,0.40941,0.30516,1.12578,0.00328,0.00491,0.77375,0.55169,0.63798,0.33435,0,0,0,0,1.87449,0,2.30471,0.99374,0.00433,0,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,39972.2,2.06621,0.39048,0.29976,1.11812,0.00328,0.00099,0.77183,0.5527,0.63808,0.33426,0,0,0,0,1.87441,0,2.30446,0.99397,0.00433,0,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,40286.5,2.0548,0.39775,0.29406,1.11109,0.00329,0.00203,0.77389,0.55174,0.63824,0.33431,0,0,0,0,1.87422,0,2.30427,0.99408,0.00433,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,40610,2.05523,0.39632,0.29783,1.11989,0.00329,0.00278,0.7712,0.55285,0.638,0.33428,0,0,0,0,1.87395,0,2.30608,0.99415,0.00433,0,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,40924.4,2.06431,0.40016,0.30053,1.11707,0.00328,0.00265,0.77012,0.55288,0.63816,0.33417,0,0,0,0,1.87441,0,2.30791,0.99382,0.00433,0,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,41240.3,2.07101,0.40519,0.299,1.11873,0.00328,0.00281,0.77036,0.5532,0.63825,0.33428,0,0,0,0,1.87406,0,2.30869,0.99405,0.00433,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,41554.7,2.04341,0.38872,0.2972,1.10849,0.00329,0.0021,0.77272,0.55205,0.63821,0.33432,0,0,0,0,1.87381,0,2.3096,0.9947,0.00433,0,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,41867.2,2.05294,0.40138,0.30007,1.1162,0.0033,0.00376,0.77412,0.55152,0.63848,0.33443,0,0,0,0,1.8731,0,2.30836,0.99467,0.00433,0,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,42188.7,2.04965,0.40435,0.29688,1.10514,0.00327,0.00279,0.77345,0.55187,0.63835,0.33442,0,0,0,0,1.87329,0,2.31064,0.99402,0.00433,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,42500.3,2.05382,0.38965,0.29369,1.11507,0.00327,0.00101,0.77479,0.55106,0.63838,0.33436,0,0,0,0,1.87306,0,2.31237,0.99405,0.00433,0,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,42813.6,2.04773,0.38938,0.29423,1.11251,0.00325,0.0012,0.77112,0.55194,0.63832,0.33432,0,0,0,0,1.87327,0,2.31564,0.99359,0.00433,0,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,43126,2.04997,0.37709,0.28965,1.11051,0.00327,0.00388,0.77061,0.55212,0.63833,0.33398,0,0,0,0,1.87277,0,2.31755,0.99432,0.00432,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,43440.4,2.03973,0.39412,0.29199,1.10252,0.00331,0.00422,0.77159,0.55197,0.63855,0.33423,0,0,0,0,1.87279,0,2.32072,0.99325,0.00433,0,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,43752.9,2.04967,0.39242,0.29463,1.11066,0.00328,0.00359,0.77352,0.55124,0.63838,0.3343,0,0,0,0,1.8726,0,2.31991,0.99282,0.00432,0,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,44065.4,2.04511,0.38668,0.29561,1.11121,0.00331,0.00572,0.77237,0.55174,0.63862,0.33447,0,0,0,0,1.87279,0,2.32021,0.99243,0.00432,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,44378.5,2.04886,0.40039,0.29412,1.10916,0.00328,0.00251,0.77338,0.55116,0.63841,0.33458,0,0,0,0,1.87278,0,2.32098,0.99205,0.00432,0,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,44692.5,2.04905,0.39786,0.29745,1.11441,0.00326,0.0059,0.77251,0.55099,0.63851,0.33452,0,0,0,0,1.87256,0,2.3211,0.99272,0.00432,0,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,45009.4,2.0416,0.3823,0.29414,1.10682,0.00325,0.00162,0.77181,0.55162,0.63859,0.33455,0,0,0,0,1.87221,0,2.32163,0.99318,0.00432,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,45332.7,2.06339,0.40385,0.2968,1.11503,0.00323,0.00629,0.77207,0.55159,0.63863,0.33427,0,0,0,0,1.8722,0,2.31996,0.99257,0.00432,0,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,45645.8,2.04615,0.38588,0.28823,1.10499,0.00327,0.00174,0.77231,0.55164,0.63896,0.33438,0,0,0,0,1.87203,0,2.32085,0.99228,0.00432,0,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,45959.1,2.04275,0.38795,0.28972,1.09932,0.00322,0.00346,0.77378,0.5507,0.63893,0.33456,0,0,0,0,1.87177,0,2.32023,0.99265,0.00432,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,46274.1,2.03639,0.37605,0.28683,1.09863,0.00326,0.00269,0.7724,0.55237,0.63916,0.3346,0,0,0,0,1.87138,0,2.32086,0.99191,0.00432,0,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,46588.1,2.02842,0.39359,0.28933,1.0988,0.00326,0.00129,0.77241,0.55222,0.63917,0.33458,0,0,0,0,1.87113,0,2.3209,0.99158,0.00432,0,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,46902.3,2.0451,0.39003,0.29532,1.10995,0.00318,0.00032,0.77488,0.55129,0.63945,0.33466,0,0,0,0,1.87108,0,2.32391,0.99102,0.00432,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,47218.6,2.03569,0.39031,0.28993,1.09468,0.00322,0.0015,0.77285,0.55189,0.63932,0.33488,0,0,0,0,1.87054,0,2.32339,0.99083,0.00432,0,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,47539.7,2.02092,0.3798,0.28891,1.09308,0.00323,0.0018,0.77304,0.55197,0.63958,0.33496,0,0,0,0,1.87043,0,2.32391,0.99047,0.00432,0,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,47854.6,2.03153,0.39206,0.29291,1.10038,0.00318,0.00243,0.77289,0.5523,0.63978,0.33509,0,0,0,0,1.8702,0,2.32574,0.99019,0.00432,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,48172.4,2.03753,0.38163,0.28512,1.10185,0.00323,0.00264,0.77387,0.55114,0.6394,0.3349,0,0,0,0,1.87037,0,2.32666,0.99009,0.00432,0,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,48486,2.04224,0.38505,0.28863,1.10561,0.0032,0.00266,0.7711,0.55338,0.63965,0.335,0,0,0,0,1.87051,0,2.32659,0.99004,0.00432,0,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,48803.7,2.02838,0.38792,0.28946,1.09569,0.00322,0.00501,0.77345,0.55163,0.63946,0.33496,0,0,0,0,1.87016,0,2.32561,0.99028,0.00432,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,49120,2.01307,0.37246,0.28181,1.08811,0.00326,0.00048,0.77241,0.55169,0.6395,0.33508,0,0,0,0,1.87035,0,2.32704,0.9896,0.00432,0,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,49437.8,2.03796,0.3813,0.28586,1.09903,0.0032,0.00054,0.77287,0.55128,0.63935,0.3351,0,0,0,0,1.87064,0,2.33061,0.98953,0.00432,0,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,49759.4,2.02251,0.3831,0.28536,1.1017,0.00324,0.0023,0.77177,0.55262,0.6393,0.33523,0,0,0,0,1.87065,0,2.3313,0.98991,0.00432,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,50076.8,2.03285,0.37186,0.28475,1.10191,0.00317,0.00017,0.7717,0.55248,0.63939,0.33518,0,0,0,0,1.87075,0,2.33323,0.98936,0.00432,0,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,50392.7,2.0397,0.37958,0.28333,1.09514,0.00319,0.00326,0.77293,0.5526,0.63988,0.33543,0,0,0,0,1.87047,0,2.33491,0.98947,0.00432,0,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,50709.2,2.01332,0.38174,0.28392,1.08694,0.00323,0.00072,0.77196,0.55273,0.63984,0.33532,0,0,0,0,1.87082,0,2.33496,0.98933,0.00432,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,51021.2,2.03766,0.3757,0.28063,1.09731,0.0032,0.00284,0.77061,0.5532,0.64012,0.3354,0,0,0,0,1.87085,0,2.3381,0.98877,0.00432,0,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,51340.2,2.03741,0.37499,0.28165,1.09717,0.00319,0.00107,0.77195,0.55249,0.64012,0.33544,0,0,0,0,1.87021,0,2.33827,0.98876,0.00432,0,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,51652.4,2.02482,0.37244,0.2819,1.09749,0.00321,0.00186,0.77049,0.553,0.63993,0.33541,0,0,0,0,1.87048,0,2.33928,0.98894,0.00432,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,51969,2.02001,0.37745,0.28545,1.09637,0.00322,0.00082,0.77087,0.55325,0.64016,0.33544,0,0,0,0,1.87018,0,2.3431,0.98903,0.00432,0,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,52286.8,2.00973,0.38954,0.28135,1.08373,0.00323,0.003,0.77215,0.55285,0.64029,0.33543,0,0,0,0,1.87023,0,2.3443,0.98867,0.00432,0,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,52604.3,2.02395,0.37134,0.27741,1.09028,0.00318,0.00053,0.77078,0.55358,0.6402,0.33548,0,0,0,0,1.87001,0,2.34559,0.98874,0.00432,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,52926.9,2.03086,0.37992,0.27754,1.09132,0.00316,0.00064,0.7714,0.55325,0.64029,0.33561,0,0,0,0,1.87014,0,2.34649,0.98868,0.00432,0,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,53247.8,2.0262,0.37478,0.28111,1.08973,0.00318,0.00102,0.77115,0.553,0.64013,0.33559,0,0,0,0,1.86962,0,2.34618,0.98904,0.00432,0,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,53565.8,2.02151,0.37022,0.2802,1.08656,0.00317,0.00057,0.77112,0.55313,0.64035,0.33579,0,0,0,0,1.86987,0,2.34721,0.98864,0.00432,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,53880.2,2.01771,0.38386,0.2806,1.08166,0.00319,0.00078,0.77023,0.55424,0.64044,0.33589,0,0,0,0,1.86951,0,2.34893,0.98842,0.00432,0,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,54193.4,2.02622,0.3776,0.28235,1.09248,0.00315,0.00024,0.76947,0.55426,0.64049,0.33601,0,0,0,0,1.86883,0,2.35012,0.98783,0.00432,0,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,54510.5,2.01071,0.37849,0.28087,1.08737,0.00317,0.00153,0.76914,0.55502,0.64083,0.33625,0,0,0,0,1.86821,0,2.3521,0.98764,0.00432,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,54822,2.00331,0.36214,0.27715,1.08217,0.00316,0,0.76809,0.55547,0.6407,0.33634,0,0,0,0,1.86774,0,2.35366,0.98823,0.00432,0,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,55137,2.00895,0.37998,0.27991,1.08461,0.00316,0.00153,0.76847,0.55557,0.641,0.33642,0,0,0,0,1.86755,0,2.3572,0.98844,0.00432,0,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,55458.7,2.00721,0.37063,0.28043,1.09182,0.00314,0.0008,0.76918,0.55467,0.64073,0.3365,0,0,0,0,1.86756,0,2.35848,0.98877,0.00432,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,55780,2.00566,0.37445,0.2765,1.09411,0.00317,0.00076,0.76905,0.55472,0.64086,0.33664,0,0,0,0,1.8673,0,2.36131,0.98873,0.00432,0,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,56092.5,2.00701,0.3674,0.27755,1.08154,0.00315,0.00183,0.76795,0.55535,0.64105,0.33698,0,0,0,0,1.86712,0,2.3631,0.98789,0.00432,0,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,56408.6,1.98468,0.3623,0.27522,1.06567,0.00319,0.00223,0.76792,0.55494,0.64097,0.33691,0,0,0,0,1.86694,0,2.36466,0.9876,0.00432,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,56723.7,2.00185,0.3708,0.27603,1.08294,0.00311,1e-05,0.76875,0.55459,0.64116,0.3373,0,0,0,0,1.86619,0,2.36627,0.98797,0.00431,0,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,57036.6,1.99717,0.36591,0.27312,1.07695,0.00315,0.00299,0.77033,0.55434,0.6412,0.33735,0,0,0,0,1.86631,0,2.36676,0.98766,0.00431,0,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,57350.4,2.00574,0.36678,0.27554,1.08679,0.00313,0.00091,0.7704,0.55411,0.64116,0.33743,0,0,0,0,1.8662,0,2.37003,0.98708,0.00431,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,57661.4,1.99939,0.36389,0.27082,1.07686,0.00312,0.0002,0.7702,0.55404,0.64137,0.33755,0,0,0,0,1.8657,0,2.3711,0.98758,0.00431,0,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,57971,1.98785,0.37049,0.27453,1.07635,0.00315,0.00119,0.76934,0.55449,0.64165,0.33761,0,0,0,0,1.86534,0,2.37203,0.98738,0.00431,0,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,58283.4,1.9931,0.36671,0.27383,1.06739,0.00311,0.00083,0.76933,0.55484,0.64168,0.33766,0,0,0,0,1.86513,0,2.37459,0.9871,0.00431,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,58595,2.00756,0.36828,0.27337,1.0784,0.00312,0,0.77033,0.55477,0.64184,0.33773,0,0,0,0,1.865,0,2.37786,0.98722,0.00431,0,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,58910.5,1.97751,0.35496,0.26678,1.06605,0.00312,0.00135,0.77004,0.55454,0.64178,0.33767,0,0,0,0,1.86488,0,2.38164,0.98757,0.00431,0,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,59224.3,1.99545,0.3667,0.26908,1.06971,0.00314,0.0003,0.76867,0.55557,0.64182,0.33785,0,0,0,0,1.8643,0,2.38318,0.98778,0.00431,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,59539.9,1.99901,0.35818,0.26941,1.06779,0.00313,0.00182,0.76901,0.5553,0.6418,0.3377,0,0,0,0,1.86402,0,2.38486,0.98763,0.00431,0,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,59853.2,2.00118,0.36782,0.27156,1.07062,0.00313,0.00022,0.76917,0.55553,0.6419,0.33774,0,0,0,0,1.86417,0,2.39038,0.98791,0.00431,0,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,60165.1,1.99424,0.3621,0.27199,1.07164,0.00311,0.00162,0.7704,0.55485,0.642,0.33788,0,0,0,0,1.86362,0,2.39047,0.98808,0.00431,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,60478,1.99287,0.35473,0.2706,1.07163,0.00311,0.00131,0.77066,0.55519,0.6422,0.33788,0,0,0,0,1.86312,0,2.39434,0.98809,0.00431,0,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,60799.8,1.99486,0.35913,0.27099,1.06655,0.00311,0.001,0.77117,0.55451,0.6421,0.3378,0,0,0,0,1.86333,0,2.39597,0.98785,0.00431,0,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,61114,1.9761,0.37082,0.26896,1.06394,0.0031,0,0.76907,0.5555,0.64187,0.33764,0,0,0,0,1.86375,0,2.39981,0.98844,0.00431,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,61431.7,1.98603,0.37552,0.26886,1.06332,0.0031,0.00107,0.77195,0.55401,0.64215,0.33779,0,0,0,0,1.86347,0,2.40184,0.98847,0.00431,0,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,61749.4,1.98165,0.36414,0.2677,1.05856,0.00309,0.00012,0.77021,0.55497,0.64222,0.33788,0,0,0,0,1.86314,0,2.40475,0.98852,0.0043,0,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,62067.8,1.97704,0.36338,0.26735,1.06237,0.0031,0.00123,0.77012,0.55455,0.64216,0.33837,0,0,0,0,1.86296,0,2.40773,0.98865,0.0043,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,62381.2,1.98576,0.3544,0.2693,1.06651,0.00306,0.00066,0.77098,0.55416,0.64215,0.33841,0,0,0,0,1.86288,0,2.40806,0.98837,0.0043,0,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,62694.1,1.99632,0.37278,0.26647,1.07647,0.00308,0,0.77081,0.55411,0.64225,0.33848,0,0,0,0,1.86275,0,2.40893,0.98854,0.0043,0,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,63009,1.98422,0.36486,0.27107,1.06093,0.0031,0,0.77022,0.55366,0.64199,0.33814,0,0,0,0,1.86216,0,2.4126,0.98869,0.0043,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,63321.1,1.98045,0.3644,0.26469,1.05855,0.00309,0.00215,0.77134,0.55345,0.64195,0.3381,0,0,0,0,1.86268,0,2.41444,0.98832,0.0043,0,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,63648.6,1.97658,0.36292,0.26605,1.05901,0.00307,0,0.76979,0.55429,0.64189,0.338,0,0,0,0,1.86218,0,2.41793,0.98922,0.0043,0,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,63964.4,1.96456,0.35853,0.26433,1.05258,0.0031,0.00144,0.77155,0.55325,0.6417,0.33806,0,0,0,0,1.86206,0,2.42064,0.98951,0.0043,0,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,64273.6,1.97126,0.35992,0.26499,1.05312,0.00308,0.00149,0.76899,0.55454,0.64187,0.33816,0,0,0,0,1.86159,0,2.42403,0.98955,0.0043,0,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,64586.4,1.971,0.36304,0.2642,1.06116,0.00305,0,0.76984,0.55424,0.64178,0.33813,0,0,0,0,1.86154,0,2.42673,0.98973,0.0043,0,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
