epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
97,31781.6,1.88274,0.24596,0.2586,0.98135,0.00291,-2.36383,0.77921,0.58336,0.67281,0.35796,0,0,0,0,1.81861,0,1.93499,0.92301,0.00421,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,32104.3,1.87486,0.24996,0.26173,0.98089,0.00286,-2.36796,0.77961,0.58311,0.67286,0.35804,0,0,0,0,1.81817,0,1.93495,0.923,0.00421,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,32423.9,1.87206,0.24037,0.25651,0.97186,0.00288,-2.39668,0.7809,0.58278,0.67293,0.3581,0,0,0,0,1.81864,0,1.93509,0.92232,0.00421,0,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,32744.1,1.87283,0.24849,0.25788,0.97993,0.0029,-2.31798,0.7809,0.58298,0.6728,0.35811,0,0,0,0,1.81867,0,1.93567,0.92197,0.00421,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,33069.3,1.88415,0.2415,0.25867,0.98473,0.00287,-2.34743,0.783,0.5822,0.67316,0.35791,0,0,0,0,1.81857,0,1.93681,0.92229,0.00421,0,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,33395.1,1.87925,0.24382,0.25275,0.98689,0.0029,-2.36572,0.7817,0.58328,0.67343,0.35821,0,0,0,0,1.8183,0,1.93697,0.92137,0.00421,0,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,33719.3,1.85508,0.24683,0.25737,0.96398,0.00291,-2.38681,0.78152,0.58383,0.67333,0.35824,0,0,0,0,1.818,0,1.93741,0.92154,0.00421,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,34037.6,1.87636,0.24444,0.25693,0.97308,0.00288,-2.39055,0.78213,0.58406,0.6735,0.35826,0,0,0,0,1.81778,0,1.93814,0.92221,0.00421,0,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,34365,1.87177,0.25073,0.25454,0.97342,0.00288,-2.42319,0.78213,0.5842,0.67353,0.35831,0,0,0,0,1.818,0,1.93781,0.92202,0.00421,0,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,34684.8,1.85915,0.24228,0.25219,0.97197,0.00288,-2.44789,0.78244,0.58479,0.67367,0.35833,0,0,0,0,1.81787,0,1.93831,0.92257,0.00421,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,35010.5,1.85523,0.23706,0.25503,0.95989,0.00289,-2.42832,0.78375,0.58444,0.674,0.35836,0,0,0,0,1.81771,0,1.93984,0.92248,0.00421,0,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,35333.5,1.86162,0.23709,0.25372,0.96541,0.00286,-2.35144,0.78464,0.58467,0.67436,0.35869,0,0,0,0,1.81741,0,1.94112,0.92159,0.00421,0,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,35660,1.86709,0.24958,0.25358,0.97322,0.00287,-2.33728,0.78577,0.58434,0.67461,0.35882,0,0,0,0,1.81734,0,1.942,0.92122,0.00421,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,35983.2,1.86075,0.24677,0.25331,0.96555,0.00289,-2.3835,0.78589,0.58457,0.67471,0.35874,0,0,0,0,1.81747,0,1.94232,0.92153,0.00421,0,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,36311.1,1.86998,0.24055,0.24865,0.96946,0.00288,-2.42872,0.7852,0.58522,0.6752,0.35893,0,0,0,0,1.81789,0,1.94318,0.92046,0.00421,0,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,36629.4,1.84792,0.23931,0.25186,0.95964,0.00287,-2.49312,0.78648,0.58457,0.67511,0.35905,0,0,0,0,1.81832,0,1.94322,0.92072,0.00421,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,36959.1,1.8499,0.25178,0.25137,0.9555,0.00286,-2.455,0.78634,0.58464,0.67497,0.35861,0,0,0,0,1.81855,0,1.94417,0.92072,0.00421,0,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,37285.8,1.86603,0.24029,0.25468,0.95965,0.00285,-2.42236,0.78723,0.58432,0.67508,0.35906,0,0,0,0,1.81823,0,1.94421,0.92042,0.00421,0,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,37604,1.85188,0.23635,0.24773,0.95434,0.00286,-2.54498,0.78901,0.58359,0.67511,0.35909,0,0,0,0,1.81828,0,1.94509,0.92005,0.00421,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,37932.1,1.85021,0.23611,0.25017,0.95364,0.00287,-2.52042,0.78767,0.58455,0.67539,0.35923,0,0,0,0,1.81816,0,1.94581,0.9198,0.00421,0,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,38254.5,1.86069,0.23617,0.24606,0.96038,0.00283,-2.54787,0.78908,0.58444,0.67579,0.35928,0,0,0,0,1.81882,0,1.94608,0.91925,0.00421,0,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,38579.5,1.85763,0.24017,0.24801,0.96409,0.00286,-2.47226,0.78653,0.58585,0.67593,0.35928,0,0,0,0,1.81875,0,1.94593,0.91946,0.00421,0,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,38904.8,1.84478,0.24967,0.25097,0.94818,0.00288,-2.43168,0.78744,0.58588,0.67629,0.35932,0,0,0,0,1.8187,0,1.94671,0.91911,0.00421,0,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,39227.8,1.84418,0.23833,0.24812,0.95147,0.00285,-2.53109,0.78764,0.58636,0.67669,0.35941,0,0,0,0,1.81864,0,1.94713,0.91962,0.00421,0,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,39549.4,1.83202,0.2315,0.24626,0.93946,0.00287,-2.54496,0.78934,0.5857,0.67652,0.35924,0,0,0,0,1.8192,0,1.94731,0.91988,0.00421,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,39870.4,1.84413,0.24306,0.24762,0.94827,0.00283,-2.50589,0.78959,0.58595,0.67677,0.35928,0,0,0,0,1.81968,0,1.94749,0.91991,0.00421,0,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,40195.3,1.84667,0.23129,0.24719,0.95728,0.00283,-2.53194,0.79005,0.58566,0.67676,0.35942,0,0,0,0,1.81901,0,1.94672,0.91979,0.00421,0,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,40516.7,1.84458,0.23254,0.24254,0.94795,0.00284,-2.57359,0.78888,0.58691,0.67693,0.35943,0,0,0,0,1.81932,0,1.94678,0.91973,0.00421,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,40835.7,1.859,0.24518,0.25029,0.95278,0.0028,-2.54064,0.79051,0.58577,0.67697,0.35902,0,0,0,0,1.81939,0,1.94803,0.91985,0.00421,0,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,41157.7,1.84867,0.2303,0.24528,0.94674,0.00281,-2.64498,0.79263,0.5854,0.67702,0.35893,0,0,0,0,1.81988,0,1.94716,0.92002,0.00421,0,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,41485.5,1.84089,0.23496,0.24231,0.93765,0.00281,-2.59928,0.79218,0.58654,0.67737,0.35896,0,0,0,0,1.81988,0,1.94709,0.92024,0.00421,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,41807.5,1.8396,0.23099,0.24474,0.94704,0.00282,-2.61494,0.79314,0.58581,0.67737,0.35904,0,0,0,0,1.82032,0,1.94756,0.91953,0.00421,0,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,42130.4,1.84726,0.23826,0.24772,0.94521,0.00279,-2.62738,0.79169,0.58671,0.67774,0.35912,0,0,0,0,1.82018,0,1.94873,0.9194,0.00421,0,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,42460.5,1.85538,0.24016,0.24632,0.94605,0.00279,-2.58487,0.79307,0.58608,0.67805,0.3591,0,0,0,0,1.82037,0,1.94873,0.91958,0.00421,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,42786.8,1.82886,0.22932,0.24087,0.93402,0.00281,-2.64038,0.79428,0.58565,0.6783,0.35932,0,0,0,0,1.82085,0,1.94909,0.91857,0.00421,0,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,43104.6,1.83434,0.23591,0.24443,0.93905,0.00281,-2.61106,0.79412,0.58676,0.67868,0.35935,0,0,0,0,1.82081,0,1.95003,0.91844,0.00421,0,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,43426.6,1.83121,0.24135,0.24426,0.93603,0.00278,-2.61837,0.79465,0.58631,0.67867,0.35931,0,0,0,0,1.82139,0,1.95085,0.91755,0.00421,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,43747.3,1.83517,0.22596,0.2392,0.93516,0.00278,-2.60502,0.79647,0.58627,0.67907,0.35969,0,0,0,0,1.82141,0,1.95135,0.91709,0.00421,0,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,44075.6,1.82834,0.22886,0.2444,0.93234,0.00276,-2.65239,0.79881,0.58515,0.67902,0.35964,0,0,0,0,1.82132,0,1.95097,0.91793,0.00421,0,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,44395.6,1.83283,0.22254,0.23848,0.93406,0.00278,-2.71468,0.79888,0.58495,0.67896,0.35967,0,0,0,0,1.8217,0,1.95071,0.91761,0.00421,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,44726.6,1.82265,0.23084,0.23749,0.92824,0.00282,-2.66652,0.79795,0.58578,0.67891,0.35945,0,0,0,0,1.82122,0,1.95169,0.91803,0.0042,0,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,45054.2,1.83211,0.23185,0.24055,0.9338,0.00278,-2.63263,0.79969,0.58572,0.67933,0.35946,0,0,0,0,1.82151,0,1.95283,0.91839,0.0042,0,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,45377.7,1.82967,0.22291,0.24005,0.93428,0.00281,-2.71358,0.80058,0.58527,0.67937,0.35974,0,0,0,0,1.82202,0,1.95337,0.91818,0.0042,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,45703.6,1.8304,0.23238,0.24015,0.92862,0.00278,-2.67823,0.79916,0.58694,0.67962,0.35943,0,0,0,0,1.82247,0,1.95234,0.91741,0.00421,0,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,46023.9,1.83538,0.22874,0.2426,0.93365,0.00278,-2.61364,0.80142,0.5867,0.68005,0.35968,0,0,0,0,1.82257,0,1.95432,0.91716,0.00421,0,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,46344.8,1.82359,0.22773,0.24222,0.93137,0.00277,-2.68337,0.80017,0.58769,0.68016,0.36005,0,0,0,0,1.82291,0,1.95609,0.91708,0.00421,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,46662.4,1.84519,0.23812,0.24339,0.94174,0.00275,-2.69243,0.80134,0.58702,0.68034,0.35983,0,0,0,0,1.82278,0,1.95725,0.91738,0.00421,0,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,46989.1,1.82528,0.22412,0.23578,0.92913,0.00277,-2.73701,0.80154,0.58678,0.68027,0.35997,0,0,0,0,1.82332,0,1.95739,0.91741,0.00421,0,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,47309.5,1.82453,0.22362,0.23791,0.92048,0.00273,-2.72821,0.80261,0.58692,0.68028,0.35998,0,0,0,0,1.82361,0,1.95735,0.91719,0.00421,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,47634.9,1.81686,0.21953,0.23558,0.92475,0.00277,-2.73463,0.803,0.58653,0.6804,0.35986,0,0,0,0,1.82372,0,1.95833,0.91707,0.00421,0,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,47957.5,1.80601,0.22682,0.23731,0.91987,0.00276,-2.74374,0.80233,0.58767,0.68065,0.36004,0,0,0,0,1.82393,0,1.95915,0.91733,0.00421,0,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,48284.6,1.8226,0.23455,0.24243,0.92854,0.00271,-2.77088,0.80344,0.58714,0.68078,0.36006,0,0,0,0,1.82358,0,1.95928,0.91718,0.00421,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,48609.9,1.8072,0.22368,0.23442,0.91412,0.00273,-2.88277,0.80353,0.58734,0.68095,0.36009,0,0,0,0,1.82327,0,1.96047,0.91652,0.00421,0,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,48941.7,1.80037,0.21686,0.23325,0.91601,0.00274,-2.84994,0.80367,0.58787,0.68146,0.36026,0,0,0,0,1.82257,0,1.9606,0.91659,0.00421,0,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,49275.2,1.81575,0.22657,0.23826,0.9192,0.0027,-2.85003,0.80344,0.58787,0.68157,0.36056,0,0,0,0,1.82274,0,1.96099,0.91609,0.00421,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,49601.9,1.81469,0.21464,0.23391,0.91502,0.00274,-2.82242,0.80368,0.58812,0.68178,0.36068,0,0,0,0,1.8225,0,1.96089,0.91616,0.00421,0,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,49929.5,1.81842,0.22038,0.23687,0.92235,0.00271,-2.84374,0.80452,0.58784,0.68204,0.36053,0,0,0,0,1.82236,0,1.961,0.91603,0.00421,0,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,50254.5,1.80557,0.22304,0.23335,0.911,0.00273,-2.83934,0.80561,0.58747,0.68202,0.36053,0,0,0,0,1.82233,0,1.96073,0.91538,0.00421,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,50573.9,1.79129,0.21031,0.22876,0.90484,0.00275,-2.90121,0.80524,0.58763,0.68219,0.36054,0,0,0,0,1.82233,0,1.96042,0.91553,0.00421,0,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,50898.4,1.81341,0.2246,0.23572,0.91494,0.00272,-2.73565,0.80711,0.58702,0.68236,0.36063,0,0,0,0,1.82229,0,1.96126,0.91525,0.00421,0,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,51219,1.80499,0.21886,0.23116,0.91416,0.00275,-2.7973,0.80589,0.58772,0.6824,0.3608,0,0,0,0,1.82254,0,1.96374,0.91452,0.00421,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,51543.4,1.81162,0.21404,0.23275,0.91528,0.00269,-2.83797,0.80638,0.58734,0.68244,0.36091,0,0,0,0,1.82212,0,1.96471,0.91396,0.00421,0,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,51863.9,1.81262,0.22097,0.23112,0.91302,0.0027,-2.88216,0.80706,0.58734,0.68284,0.36107,0,0,0,0,1.82192,0,1.96637,0.91362,0.00421,0,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,52186.6,1.78883,0.21823,0.234,0.90748,0.00273,-2.85233,0.80649,0.58835,0.68309,0.36105,0,0,0,0,1.82187,0,1.96738,0.91408,0.00421,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,52506.7,1.8139,0.21642,0.23215,0.91576,0.00271,-2.87934,0.80695,0.58844,0.68331,0.36115,0,0,0,0,1.82138,0,1.96804,0.91456,0.00421,0,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,52831.9,1.81433,0.2173,0.23129,0.91627,0.0027,-2.9343,0.8095,0.58767,0.68376,0.36127,0,0,0,0,1.8215,0,1.96923,0.91421,0.00421,0,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,53156.3,1.80317,0.21316,0.22973,0.9098,0.00272,-2.96012,0.81088,0.58736,0.68424,0.36129,0,0,0,0,1.82177,0,1.96876,0.91419,0.00421,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,53480.7,1.7993,0.21429,0.2322,0.90584,0.00272,-2.92262,0.80984,0.58814,0.68412,0.36122,0,0,0,0,1.82196,0,1.96987,0.91451,0.00421,0,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,53802.1,1.79057,0.22295,0.22988,0.90209,0.00274,-2.93146,0.81203,0.58683,0.68409,0.36119,0,0,0,0,1.82185,0,1.96969,0.91486,0.00421,0,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,54126.5,1.80419,0.21194,0.22679,0.90794,0.0027,-2.9701,0.81195,0.58757,0.68442,0.36138,0,0,0,0,1.82219,0,1.97025,0.91426,0.00421,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,54452.6,1.80766,0.21905,0.22721,0.90627,0.00268,-3.01726,0.81071,0.58833,0.68459,0.36142,0,0,0,0,1.82239,0,1.97082,0.91384,0.00421,0,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,54777.2,1.79527,0.2153,0.23412,0.90346,0.00267,-3.04241,0.80965,0.58913,0.68465,0.36133,0,0,0,0,1.82284,0,1.97046,0.91405,0.00421,0,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,55106.6,1.79734,0.21117,0.2298,0.89955,0.00268,-3.06406,0.80967,0.58925,0.68486,0.36148,0,0,0,0,1.8231,0,1.97037,0.9141,0.00421,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,55432.1,1.79247,0.21764,0.2277,0.89965,0.00269,-2.95468,0.81132,0.58855,0.68478,0.36145,0,0,0,0,1.8233,0,1.97123,0.91402,0.00422,0,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,55756.3,1.79647,0.21645,0.23324,0.90261,0.00265,-2.99059,0.81185,0.58875,0.68471,0.36134,0,0,0,0,1.82384,0,1.9729,0.91417,0.00422,0,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,56080.8,1.78437,0.21327,0.22801,0.89961,0.00267,-3.00748,0.81225,0.58871,0.68497,0.36135,0,0,0,0,1.82351,0,1.97296,0.91459,0.00422,0,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,56401.3,1.7776,0.20424,0.22591,0.88918,0.00267,-3.04767,0.81225,0.58908,0.68525,0.36123,0,0,0,0,1.82354,0,1.97342,0.91496,0.00422,0,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,56728.9,1.78543,0.21666,0.22593,0.89418,0.00267,-3.04162,0.81282,0.5889,0.68526,0.36113,0,0,0,0,1.82387,0,1.97423,0.91527,0.00422,0,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,57052.4,1.78896,0.20961,0.22915,0.90064,0.00266,-3.03946,0.81326,0.58915,0.68554,0.36119,0,0,0,0,1.82361,0,1.97348,0.91493,0.00422,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,57381.7,1.7817,0.21368,0.2257,0.89465,0.00268,-3.06967,0.81305,0.58986,0.68584,0.36126,0,0,0,0,1.82391,0,1.97271,0.91477,0.00422,0,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,57706.1,1.78057,0.20934,0.22837,0.88513,0.00266,-3.1143,0.81229,0.59039,0.68612,0.36132,0,0,0,0,1.82417,0,1.97224,0.91458,0.00422,0,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,58028.3,1.75972,0.20248,0.22263,0.8793,0.00268,-3.14856,0.81227,0.59001,0.68591,0.3612,0,0,0,0,1.82467,0,1.97307,0.91419,0.00422,0,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,58356.1,1.77937,0.21038,0.22611,0.89129,0.00262,-3.11677,0.81229,0.58988,0.68609,0.36115,0,0,0,0,1.82475,0,1.97464,0.91419,0.00422,0,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,58676.9,1.77389,0.20691,0.22199,0.89112,0.00266,-3.14462,0.81194,0.59048,0.68623,0.36128,0,0,0,0,1.82488,0,1.97542,0.91383,0.00422,0,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,59005.9,1.77903,0.20744,0.22665,0.89542,0.00264,-3.12533,0.8136,0.58998,0.68652,0.36125,0,0,0,0,1.82539,0,1.97734,0.91367,0.00422,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,59330.6,1.77222,0.20833,0.22056,0.88711,0.00264,-3.09762,0.81452,0.58897,0.68639,0.36098,0,0,0,0,1.82601,0,1.97762,0.91455,0.00422,0,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,59654.3,1.75903,0.21172,0.22183,0.87432,0.00266,-3.17379,0.8138,0.58935,0.68647,0.36071,0,0,0,0,1.82636,0,1.97874,0.91489,0.00422,0,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,59980.6,1.76506,0.20762,0.22105,0.87851,0.00262,-3.19853,0.81295,0.59004,0.68639,0.3607,0,0,0,0,1.82636,0,1.97855,0.91493,0.00422,0,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,60303.3,1.77708,0.21096,0.22315,0.88375,0.00262,-3.18174,0.81345,0.58968,0.68642,0.36075,0,0,0,0,1.8268,0,1.97911,0.91516,0.00422,0,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,60630.3,1.74577,0.19815,0.21673,0.86405,0.00262,-3.20303,0.81365,0.58951,0.68662,0.36079,0,0,0,0,1.82724,0,1.9797,0.91446,0.00423,0,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,60959.4,1.7699,0.20846,0.22033,0.87439,0.00264,-3.17463,0.81502,0.58908,0.68661,0.36059,0,0,0,0,1.82813,0,1.98115,0.91393,0.00423,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,61284.9,1.77148,0.20072,0.21909,0.88245,0.00263,-3.20027,0.81402,0.58991,0.6866,0.36084,0,0,0,0,1.82825,0,1.98229,0.91362,0.00423,0,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,61608.4,1.77036,0.20745,0.22233,0.88166,0.00263,-3.15289,0.81462,0.58937,0.68652,0.36075,0,0,0,0,1.8286,0,1.98165,0.91386,0.00423,0,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,61932.7,1.76951,0.2035,0.22093,0.87896,0.00262,-3.21954,0.81425,0.58981,0.68665,0.36085,0,0,0,0,1.82934,0,1.98194,0.91383,0.00423,0,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,62260.9,1.76295,0.19911,0.22207,0.88307,0.00262,-3.23031,0.81528,0.58918,0.68676,0.36087,0,0,0,0,1.82882,0,1.98153,0.91549,0.00423,0,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,62586.9,1.76258,0.19955,0.22024,0.87372,0.00261,-3.25189,0.81626,0.58923,0.6868,0.361,0,0,0,0,1.82901,0,1.98104,0.91561,0.00423,0,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,62912.6,1.74641,0.20596,0.21902,0.86504,0.0026,-3.27375,0.81748,0.5889,0.68693,0.36097,0,0,0,0,1.82951,0,1.98055,0.91637,0.00423,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,63236.1,1.75728,0.21292,0.21917,0.86647,0.0026,-3.29334,0.81857,0.58797,0.68692,0.36094,0,0,0,0,1.82978,0,1.98068,0.91653,0.00423,0,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,63556.3,1.74986,0.20454,0.21962,0.86544,0.0026,-3.30301,0.81932,0.5882,0.68711,0.36099,0,0,0,0,1.82996,0,1.98123,0.91724,0.00423,0,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,63881.4,1.74667,0.20381,0.2183,0.86596,0.00261,-3.30724,0.81906,0.58754,0.68666,0.36081,0,0,0,0,1.83033,0,1.98208,0.9174,0.00424,0,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,64207.2,1.7574,0.19628,0.22009,0.86814,0.00258,-3.29636,0.81954,0.58744,0.68684,0.36063,0,0,0,0,1.83089,0,1.98212,0.91722,0.00424,0,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,64535.7,1.76725,0.20952,0.21663,0.87819,0.00259,-3.32825,0.81966,0.58807,0.68687,0.36055,0,0,0,0,1.83145,0,1.982,0.91809,0.00424,0,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,64861.1,1.74792,0.2054,0.2206,0.86961,0.0026,-3.34935,0.82073,0.58734,0.68689,0.36057,0,0,0,0,1.83191,0,1.98241,0.91748,0.00424,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,65184.5,1.74742,0.20452,0.21651,0.86522,0.00259,-3.30494,0.81905,0.5877,0.68693,0.36065,0,0,0,0,1.83231,0,1.98275,0.91752,0.00424,0,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,65505.5,1.74512,0.19877,0.21797,0.86269,0.00258,-3.34158,0.82077,0.58719,0.68688,0.36045,0,0,0,0,1.83324,0,1.98461,0.91771,0.00424,0,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
